@relation mushroom-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-weka.filters.unsupervised.attribute.Remove-R16-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute cap-shape {b,c,f,k,s,x}
@attribute cap-surface {f,g,s,y}
@attribute cap-color {b,c,e,g,n,p,r,u,w,y}
@attribute bruises? {f,t}
@attribute odor {a,c,f,l,m,n,p,s,y}
@attribute gill-attachment {a,d,f,n}
@attribute gill-spacing {c,d,w}
@attribute gill-size {b,n}
@attribute gill-color {b,e,g,h,k,n,o,p,r,u,w,y}
@attribute stalk-shape {e,t}
@attribute stalk-root {b,c,e,r,u,z}
@attribute stalk-surface-above-ring {f,k,s,y}
@attribute stalk-surface-below-ring {f,k,s,y}
@attribute stalk-color-above-ring {b,c,e,g,n,o,p,w,y}
@attribute stalk-color-below-ring {b,c,e,g,n,o,p,w,y}
@attribute veil-color {n,o,w,y}
@attribute ring-number {n,o,t}
@attribute ring-type {c,e,f,l,n,p,s,z}
@attribute spore-print-color {b,h,k,n,o,r,u,w,y}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,l,m,p,u,w}
@attribute Class {e,p}

@data
x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,k,y,d,e
f,y,g,f,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,b,t,b,s,s,p,g,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,w,y,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,w,y,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,b,t,b,s,s,p,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,b,t,b,s,s,w,g,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,b,t,b,s,s,w,g,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,e
x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,w,o,p,n,v,d,p
x,f,g,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,e
f,s,n,f,n,f,c,b,b,t,b,s,f,w,w,w,o,e,k,a,g,e
x,y,n,f,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,y,d,e
f,y,g,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,n,v,d,e
x,y,g,f,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,v,d,e
x,y,g,f,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,v,d,e
f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,w,v,d,e
f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,e
f,f,g,f,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,y,d,e
f,f,w,f,n,f,w,b,b,t,e,s,f,w,w,w,o,e,k,s,g,e
x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,v,d,e
x,f,g,f,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,y,d,e
f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,w,v,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,b,t,b,s,s,p,w,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,b,t,b,s,s,g,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,k,v,d,e
x,y,n,f,n,f,c,b,b,t,b,s,s,w,g,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,b,t,b,s,s,g,g,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,y,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,w,v,d,e
f,f,n,f,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,v,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,w,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,w,y,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,w,y,d,e
f,f,n,t,n,f,c,b,b,t,b,s,s,p,g,w,o,p,k,v,d,e
x,f,p,f,c,f,c,n,p,t,b,s,s,w,w,w,o,p,n,v,d,p
x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d,e
f,f,n,f,n,f,c,b,w,t,b,s,s,g,g,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,v,d,e
f,s,n,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,v,g,e
x,y,g,f,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,n,f,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,w,v,d,e
x,f,e,f,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,k,y,d,e
x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,w,o,l,w,y,g,p
x,y,e,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,w,y,d,e
x,y,e,f,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,v,d,e
f,y,n,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,y,d,e
x,y,e,f,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,w,y,d,e
x,y,g,f,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,w,y,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,w,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,b,t,b,s,s,g,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,w,v,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,b,t,b,s,s,g,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,y,d,e
x,y,g,f,n,f,c,b,u,t,b,s,s,p,g,w,o,p,n,v,d,e
f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,y,d,e
x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,s,g,e
f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,y,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,k,y,d,e
f,y,n,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,b,t,b,s,s,p,g,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,w,y,d,e
x,f,g,f,c,f,c,n,p,e,b,s,s,w,w,w,o,p,k,v,d,p
x,y,n,t,n,f,c,b,b,t,b,s,s,p,w,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,b,t,b,s,s,g,p,w,o,p,k,y,d,e
x,y,g,f,n,f,c,b,b,t,b,s,s,g,g,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,e
f,f,n,f,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,y,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,w,w,w,o,p,w,y,d,e
f,y,g,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,e
x,f,g,f,f,f,c,b,g,t,b,k,k,b,p,w,o,l,h,v,d,p
f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,w,y,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,n,y,d,e
x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,w,o,l,h,v,d,p
f,f,n,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,b,t,b,s,s,g,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,v,d,e
f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,k,y,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,g,g,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,b,t,b,s,s,g,w,w,o,p,k,y,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d,e
x,y,e,f,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,y,d,e
x,y,g,f,n,f,w,b,p,t,e,f,f,w,w,w,o,p,k,s,g,e
x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,w,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,y,d,e
x,y,e,f,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,v,d,e
x,f,w,f,c,f,w,n,g,t,b,s,s,w,w,w,o,p,n,s,d,p
x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,p,w,w,o,p,n,y,d,e
f,f,w,f,n,f,c,b,h,t,e,s,s,w,w,w,o,e,n,s,g,e
x,f,g,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,w,v,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,y,d,e
f,y,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,y,d,e
x,f,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,k,y,d,e
x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,v,d,e
f,y,e,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,b,t,b,s,s,g,p,w,o,p,n,v,d,e
x,f,n,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,y,d,e
x,f,n,f,n,f,w,b,n,t,e,f,f,w,w,w,o,e,k,s,g,e
x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,w,y,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,w,v,d,e
x,y,n,f,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,n,t,b,s,s,p,g,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,w,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,v,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,y,d,e
x,y,n,t,n,f,c,b,b,t,b,s,s,w,p,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,v,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,v,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,k,v,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,n,y,d,e
f,f,n,f,n,f,c,b,w,t,b,s,s,w,p,w,o,p,w,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,p,p,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,g,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,p,g,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,k,v,d,e
x,f,p,f,c,f,w,b,u,e,b,s,s,w,w,w,o,p,k,v,d,p
x,y,n,t,n,f,c,b,b,t,b,s,s,g,g,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,b,t,b,s,s,w,p,w,o,p,n,v,d,e
f,s,n,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,n,s,g,e
x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,b,t,b,s,s,p,p,w,o,p,w,y,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,v,d,e
x,y,n,f,n,f,c,b,w,t,b,s,s,g,p,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,w,o,p,n,y,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,n,v,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,n,v,d,e
f,f,n,t,n,f,c,b,w,t,b,s,s,g,g,w,o,p,w,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,b,t,b,s,s,p,w,w,o,p,k,v,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,w,v,d,e
x,s,p,f,c,f,w,n,u,e,b,s,s,w,w,w,o,p,k,s,d,p
x,y,n,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,w,v,d,e
x,y,e,t,n,f,c,b,w,t,b,s,s,g,w,w,o,p,k,v,d,e
x,y,g,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,y,d,e
x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,v,d,e
x,f,n,t,n,f,c,b,n,t,b,s,s,g,g,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,b,t,b,s,s,p,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,p,t,b,s,s,p,g,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,u,t,b,s,s,g,w,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,w,v,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,w,o,p,n,v,d,e
x,y,n,t,n,f,c,b,u,t,b,s,s,p,w,w,o,p,n,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,y,d,e
x,f,e,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,y,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,k,y,d,e
f,f,e,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,w,g,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,n,y,d,e
x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,w,o,p,w,v,d,e
x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,k,s,g,e
x,y,n,t,n,f,c,b,w,t,b,s,s,w,p,w,o,p,k,v,d,e
x,y,e,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,n,y,d,e
f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,n,t,b,s,s,p,w,w,o,p,k,v,d,e
x,s,g,f,c,f,c,n,n,e,b,s,s,w,w,w,o,p,k,v,d,p
f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,w,t,b,s,s,w,g,w,o,p,k,v,d,e
x,f,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,a,g,e
x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,w,o,p,k,y,d,e
x,f,n,f,n,f,c,n,b,e,b,s,s,w,w,w,o,p,n,v,d,p
x,y,e,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,w,v,d,e
f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,w,o,p,k,v,d,e
x,f,n,t,n,f,c,b,u,t,b,s,s,w,g,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,b,t,b,s,s,p,p,w,o,p,k,v,d,e
f,f,n,t,n,f,c,b,u,t,b,s,s,g,g,w,o,p,k,v,d,e
x,f,g,t,n,f,c,b,n,t,b,s,s,w,w,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,n,t,b,s,s,g,p,w,o,p,k,v,d,e
x,y,n,t,n,f,c,b,b,t,b,s,s,g,w,w,o,p,n,y,d,e
f,y,n,t,n,f,c,b,p,t,b,s,s,w,p,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,b,t,b,s,s,p,w,w,o,p,w,v,d,e
x,f,g,f,f,f,c,b,h,e,b,s,s,n,p,w,o,l,h,v,d,p
x,y,g,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,n,y,d,e
x,y,g,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,w,v,d,e
x,y,g,f,n,f,c,b,n,t,b,s,s,w,g,w,o,p,k,y,d,e
x,f,e,f,n,f,c,b,p,t,b,s,s,p,p,w,o,p,k,y,d,e
x,f,g,t,n,f,c,b,b,t,b,s,s,w,w,w,o,p,k,v,d,e
x,y,g,f,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,y,d,e
f,f,g,t,n,f,c,b,n,t,b,s,s,g,w,w,o,p,n,v,d,e
x,y,e,t,n,f,c,b,b,t,b,s,s,g,g,w,o,p,n,y,d,e
x,f,g,t,n,f,c,b,p,t,b,s,s,w,w,w,o,p,n,v,d,e
